date,timestamp,site,region,vendor,service_type,volume,capacity,sla_pct,backlog,overtime_hours,operating_cost,cost_per_unit,avg_tat_mins,quality_pct,exceptions,utilization_pct
2026-03-29,2026-03-29 06:42,Chennai Hub,South,PrimeMove,Standard,119,111,98.22,23,9.03,6607.79,55.53,50.7,99.05,1,107.21
2026-03-29,2026-03-29 07:55,Pune Hub,West,PrimeMove,Same Day,133,125,99.06,0,7.7,8884.71,66.8,56.4,98.84,1,106.4
2026-03-29,2026-03-29 08:08,Chennai Hub,South,RapidEx,Express,124,142,100,0,3.43,7653.29,61.72,44.0,99.37,0,87.32
2026-03-29,2026-03-29 09:21,Delhi Hub,North,PrimeMove,Same Day,240,149,87.82,75,30.75,19000.71,79.17,95.6,98.26,4,161.07
2026-03-29,2026-03-29 10:34,Bengaluru Hub,South,RapidEx,Priority,143,157,100,0,0,8295.05,58.01,49.0,99.74,0,91.08
2026-03-29,2026-03-29 11:47,Pune Hub,West,MetroServe,Standard,109,131,97.42,0,3.45,5350.44,49.09,39.9,98.65,0,83.21
2026-03-29,2026-03-29 12:00,Pune Hub,West,Axis Logistics,Priority,155,113,88.16,36,22.09,11433.43,73.76,76.1,98.8,3,137.17
2026-03-29,2026-03-29 13:13,Hyderabad Hub,South,Axis Logistics,Express,139,126,92.91,9,13.88,8838.84,63.59,53.3,99.28,2,110.32
2026-03-29,2026-03-29 14:26,Delhi Hub,North,Axis Logistics,Same Day,183,169,93.42,1,13.34,12794.3,69.91,52.2,98.57,2,108.28
2026-03-29,2026-03-29 15:39,Chennai Hub,South,SwiftLog,Standard,93,128,100,0,0,4327.78,46.54,42.6,98.67,0,72.66
2026-03-29,2026-03-29 16:52,Hyderabad Hub,South,RapidEx,Standard,110,131,97.24,5,2.75,5490.05,49.91,41.1,98.42,0,83.97
2026-03-29,2026-03-29 17:05,Mumbai Hub,West,RapidEx,Standard,223,176,91.16,39,14.12,13017.58,58.37,64.5,98.74,2,126.7
2026-03-29,2026-03-29 18:18,Chennai Hub,South,SwiftLog,Standard,133,116,96.98,13,15.87,7876.2,59.22,52.7,98.78,2,114.66
2026-03-29,2026-03-29 19:31,Bengaluru Hub,South,SwiftLog,Express,209,159,92.92,45,18.4,14008.89,67.03,70.2,98.33,4,131.45
2026-03-29,2026-03-29 20:44,Pune Hub,West,RapidEx,Express,107,116,96.25,11,0,6347.57,59.32,44.0,99.12,0,92.24
2026-03-29,2026-03-29 21:57,Pune Hub,West,MetroServe,Standard,138,116,93.12,16,13.35,7744.98,56.12,67.0,98.97,2,118.97
2026-03-29,2026-03-29 22:10,Hyderabad Hub,South,PrimeMove,Standard,103,136,100,5,0,5386.81,52.3,40.4,98.66,0,75.74
2026-03-29,2026-03-29 23:23,Delhi Hub,North,RapidEx,Express,153,147,93.87,25,3.61,9089.5,59.41,55.4,99.25,1,104.08
2026-03-30,2026-03-30 00:36,Hyderabad Hub,South,PrimeMove,Express,205,171,93.37,14,12.49,13232.63,64.55,63.5,98.74,2,119.88
2026-03-30,2026-03-30 01:49,Delhi Hub,North,PrimeMove,Express,195,206,98.75,0,4.65,11843.4,60.74,43.8,98.89,0,94.66
2026-03-30,2026-03-30 02:02,Chennai Hub,South,MetroServe,Standard,133,118,95.87,12,10.64,7267.2,54.64,49.5,99.05,1,112.71
2026-03-30,2026-03-30 03:15,Mumbai Hub,West,PrimeMove,Standard,143,205,100,0,0,6895.31,48.22,44.4,99.09,0,69.76
2026-03-30,2026-03-30 04:28,Pune Hub,West,RapidEx,Standard,160,128,92.2,24,14.43,9075.71,56.72,68.7,98.51,2,125.0
2026-03-30,2026-03-30 05:41,Pune Hub,West,SwiftLog,Express,148,136,98.49,9,5.04,8779.25,59.32,51.9,98.61,1,108.82
2026-03-30,2026-03-30 06:54,Bengaluru Hub,South,MetroServe,Express,111,153,100,0,0,6327.17,57.0,42.9,98.88,0,72.55
2026-03-30,2026-03-30 07:07,Hyderabad Hub,South,Axis Logistics,Standard,169,183,93.83,0,2.24,8301.51,49.12,48.2,99.2,1,92.35
2026-03-30,2026-03-30 08:20,Delhi Hub,North,MetroServe,Priority,263,226,94.07,41,18.13,17974.16,68.34,61.6,99.89,4,116.37
2026-03-30,2026-03-30 09:33,Hyderabad Hub,South,SwiftLog,Standard,149,172,99.73,12,1.13,7060.33,47.38,43.5,99.39,0,86.63
2026-03-30,2026-03-30 10:46,Chennai Hub,South,RapidEx,Standard,195,154,92.1,42,15.93,11404.12,58.48,68.3,98.03,4,126.62
2026-03-30,2026-03-30 11:59,Delhi Hub,North,SwiftLog,Same Day,233,166,90.64,55,15.8,16848.53,72.31,77.9,99.03,4,140.36
2026-03-30,2026-03-30 12:12,Bengaluru Hub,South,MetroServe,Standard,162,182,98.71,0,4.55,8768.0,54.12,44.3,99.44,0,89.01
2026-03-30,2026-03-30 13:25,Bengaluru Hub,South,MetroServe,Standard,82,165,100,0,0,4025.87,49.1,36.4,99.13,0,49.7
2026-03-30,2026-03-30 14:38,Chennai Hub,South,PrimeMove,Standard,136,192,100,0,0,6611.56,48.61,41.5,99.41,0,70.83
2026-03-30,2026-03-30 15:51,Delhi Hub,North,SwiftLog,Standard,129,188,100,0,0,6442.74,49.94,45.8,98.75,0,68.62
2026-03-30,2026-03-30 16:04,Chennai Hub,South,MetroServe,Standard,139,143,96.81,19,7.75,7742.48,55.7,50.6,98.4,0,97.2
2026-03-30,2026-03-30 17:17,Delhi Hub,North,PrimeMove,Express,260,190,91.56,48,15.7,17332.65,66.66,80.5,99.11,4,136.84
2026-03-30,2026-03-30 18:30,Mumbai Hub,West,Axis Logistics,Standard,199,200,96.49,6,9.62,10501.51,52.77,51.7,98.43,0,99.5
2026-03-30,2026-03-30 19:43,Hyderabad Hub,South,PrimeMove,Standard,196,145,92.38,52,16.33,11952.48,60.98,67.4,98.22,4,135.17
2026-03-30,2026-03-30 20:56,Pune Hub,West,Axis Logistics,Priority,161,138,91.97,28,15.46,11049.23,68.63,60.0,98.64,3,116.67
2026-03-30,2026-03-30 21:09,Chennai Hub,South,RapidEx,Express,209,150,92.04,44,19.84,14198.32,67.93,71.6,98.59,4,139.33
2026-03-30,2026-03-30 22:22,Pune Hub,West,SwiftLog,Same Day,196,137,90.61,65,19.63,14281.48,72.86,84.1,98.28,4,143.07
2026-03-30,2026-03-30 23:35,Chennai Hub,South,MetroServe,Express,208,147,89.61,59,22.71,15258.21,73.36,80.9,97.82,4,141.5
2026-03-31,2026-03-31 00:48,Hyderabad Hub,South,PrimeMove,Same Day,139,139,97.79,0,7.23,9075.19,65.29,42.7,98.97,0,100.0
2026-03-31,2026-03-31 01:01,Hyderabad Hub,South,MetroServe,Standard,181,157,94.41,27,10.4,10158.76,56.13,60.1,98.58,2,115.29
2026-03-31,2026-03-31 02:14,Delhi Hub,North,MetroServe,Express,227,185,93.92,39,19.7,15222.44,67.06,66.9,98.24,3,122.7
2026-03-31,2026-03-31 03:27,Mumbai Hub,West,RapidEx,Express,166,186,98.79,0,2.45,10050.78,60.55,47.6,98.51,0,89.25
2026-03-31,2026-03-31 04:40,Pune Hub,West,SwiftLog,Standard,138,133,100,0,10.67,7763.69,56.26,52.4,98.97,0,103.76
2026-03-31,2026-03-31 05:53,Bengaluru Hub,South,MetroServe,Priority,220,183,93.1,49,16.8,15749.9,71.59,66.0,98.46,4,120.22
2026-03-31,2026-03-31 06:06,Hyderabad Hub,South,PrimeMove,Standard,108,181,98.73,0,0,5291.91,49.0,32.7,99.01,0,59.67
2026-03-31,2026-03-31 07:19,Hyderabad Hub,South,PrimeMove,Express,205,144,89.13,49,15.69,13721.66,66.93,74.9,99.28,4,142.36
2026-03-31,2026-03-31 08:32,Pune Hub,West,PrimeMove,Same Day,243,137,83.79,58,32.52,20362.8,83.8,99.8,98.42,4,177.37
2026-03-31,2026-03-31 09:45,Pune Hub,West,PrimeMove,Standard,150,131,96.39,13,11.45,8780.85,58.54,57.6,99.39,1,114.5
2026-03-31,2026-03-31 10:58,Delhi Hub,North,Axis Logistics,Standard,260,187,86.96,63,21.69,16078.87,61.84,82.3,98.48,4,139.04
2026-03-31,2026-03-31 11:11,Hyderabad Hub,South,RapidEx,Standard,145,176,98.4,0,0,7311.22,50.42,44.1,98.81,0,82.39
2026-03-31,2026-03-31 12:24,Delhi Hub,North,Axis Logistics,Standard,157,194,97.33,0,0,8197.54,52.21,41.4,99.08,0,80.93
2026-03-31,2026-03-31 13:37,Mumbai Hub,West,MetroServe,Standard,222,216,96.39,29,5.58,11388.24,51.3,58.2,98.34,0,102.78
2026-03-31,2026-03-31 14:50,Pune Hub,West,Axis Logistics,Priority,174,132,88.91,27,17.87,12615.41,72.5,68.3,99.17,3,131.82
2026-03-31,2026-03-31 15:03,Hyderabad Hub,South,MetroServe,Same Day,215,175,95.2,32,12.19,15565.36,72.4,64.9,99.19,1,122.86
2026-03-31,2026-03-31 16:16,Hyderabad Hub,South,Axis Logistics,Express,175,174,95.06,0,6.44,10909.29,62.34,49.9,99.14,0,100.57
2026-03-31,2026-03-31 17:29,Hyderabad Hub,South,MetroServe,Express,216,166,94.55,51,14.52,14671.04,67.92,68.6,98.2,3,130.12
2026-03-31,2026-03-31 18:42,Delhi Hub,North,MetroServe,Priority,198,206,98.8,0,4.09,12843.93,64.87,41.1,98.53,0,96.12
2026-03-31,2026-03-31 19:55,Delhi Hub,North,MetroServe,Express,186,210,100,0,6.43,11220.96,60.33,34.9,98.98,0,88.57
2026-03-31,2026-03-31 20:08,Chennai Hub,South,Axis Logistics,Express,115,163,96.19,0,0,6731.08,58.53,46.2,99.74,0,70.55
2026-03-31,2026-03-31 21:21,Delhi Hub,North,Axis Logistics,Standard,160,192,96.54,6,5.68,8870.46,55.44,37.3,99.72,0,83.33
2026-03-31,2026-03-31 22:34,Delhi Hub,North,MetroServe,Standard,264,201,93.94,38,14.7,15057.73,57.04,64.9,98.43,2,131.34
2026-03-31,2026-03-31 23:47,Pune Hub,West,Axis Logistics,Express,102,163,96.12,0,0,6004.33,58.87,48.8,99.47,0,62.58
2026-04-01,2026-04-01 00:00,Hyderabad Hub,South,MetroServe,Express,129,169,99.35,0,4.38,8135.11,63.06,44.7,98.22,0,76.33
2026-04-01,2026-04-01 01:13,Delhi Hub,North,Axis Logistics,Standard,140,196,96.74,0,0,6855.47,48.97,42.2,98.56,0,71.43
2026-04-01,2026-04-01 02:26,Bengaluru Hub,South,MetroServe,Express,173,150,93.89,17,9.81,11282.76,65.22,58.3,99.56,2,115.33
2026-04-01,2026-04-01 03:39,Pune Hub,West,Axis Logistics,Standard,126,129,94.11,10,4.68,6757.52,53.63,44.8,98.56,1,97.67
2026-04-01,2026-04-01 04:52,Bengaluru Hub,South,RapidEx,Priority,198,174,95.29,12,13.54,13352.46,67.44,54.4,99.24,1,113.79
2026-04-01,2026-04-01 05:05,Delhi Hub,North,RapidEx,Express,188,189,95.0,0,9.16,11807.4,62.81,47.0,98.76,0,99.47
2026-04-01,2026-04-01 06:18,Mumbai Hub,West,MetroServe,Express,210,200,96.17,9,7.19,12546.06,59.74,45.2,99.63,0,105.0
2026-04-01,2026-04-01 07:31,Delhi Hub,North,PrimeMove,Express,139,181,98.87,0,0,8038.2,57.83,46.1,98.93,0,76.8
2026-04-01,2026-04-01 08:44,Bengaluru Hub,South,SwiftLog,Standard,219,173,94.71,24,17.44,13412.8,61.25,55.5,98.29,3,126.59
2026-04-01,2026-04-01 09:57,Chennai Hub,South,RapidEx,Priority,135,158,97.65,0,3.23,8609.62,63.77,43.9,98.2,0,85.44
2026-04-01,2026-04-01 10:10,Mumbai Hub,West,RapidEx,Standard,156,208,99.0,0,1.65,7833.24,50.21,40.8,99.63,0,75.0
2026-04-01,2026-04-01 11:23,Bengaluru Hub,South,RapidEx,Express,194,215,97.65,0,1.54,11655.74,60.08,43.1,99.14,0,90.23
2026-04-01,2026-04-01 12:36,Chennai Hub,South,SwiftLog,Standard,114,150,100,0,1.57,5893.79,51.7,47.3,98.8,0,76.0
2026-04-01,2026-04-01 13:49,Bengaluru Hub,South,Axis Logistics,Standard,175,180,93.57,7,0,8588.83,49.08,53.0,99.15,1,97.22
2026-04-01,2026-04-01 14:02,Chennai Hub,South,SwiftLog,Priority,158,150,98.55,6,10.38,10278.76,65.06,52.4,99.69,1,105.33
2026-04-01,2026-04-01 15:15,Delhi Hub,North,SwiftLog,Express,178,185,100,0,0,10940.18,61.46,47.0,99.21,0,96.22
2026-04-01,2026-04-01 16:28,Bengaluru Hub,South,MetroServe,Express,227,179,92.82,30,14.98,15726.9,69.28,70.8,97.98,2,126.82
2026-04-01,2026-04-01 17:41,Delhi Hub,North,MetroServe,Standard,189,226,97.43,0,3.46,10121.74,53.55,44.5,98.61,0,83.63
2026-04-01,2026-04-01 18:54,Pune Hub,West,MetroServe,Express,149,143,95.87,25,12.96,9392.04,63.03,54.2,98.66,0,104.2
2026-04-01,2026-04-01 19:07,Chennai Hub,South,RapidEx,Express,123,156,100,0,0,7059.37,57.39,45.2,98.52,0,78.85
2026-04-01,2026-04-01 20:20,Hyderabad Hub,South,MetroServe,Standard,129,151,99.79,0,1.09,6450.92,50.01,44.7,98.42,0,85.43
2026-04-01,2026-04-01 21:33,Hyderabad Hub,South,MetroServe,Same Day,155,154,97.45,25,10.42,11070.14,71.42,51.7,98.77,0,100.65
2026-04-01,2026-04-01 22:46,Bengaluru Hub,South,MetroServe,Express,231,213,93.59,5,9.78,14957.2,64.75,57.6,99.78,2,108.45
2026-04-01,2026-04-01 23:59,Hyderabad Hub,South,Axis Logistics,Standard,64,182,96.7,0,0,3054.17,47.72,38.8,99.5,0,35.16
2026-04-02,2026-04-02 00:12,Pune Hub,West,SwiftLog,Express,113,137,100,8,0,6413.91,56.76,42.9,98.61,0,82.48
2026-04-02,2026-04-02 01:25,Hyderabad Hub,South,PrimeMove,Standard,103,148,99.11,0,0.09,5177.85,50.27,43.8,98.59,0,69.59
2026-04-02,2026-04-02 02:38,Chennai Hub,South,SwiftLog,Priority,162,143,98.69,9,15.51,11063.19,68.29,50.9,98.64,2,113.29
2026-04-02,2026-04-02 03:51,Pune Hub,West,MetroServe,Express,155,149,97.42,0,3.73,9430.05,60.84,49.5,98.97,0,104.03
2026-04-02,2026-04-02 04:04,Mumbai Hub,West,RapidEx,Priority,207,209,99.16,2,7.95,13943.86,67.36,47.0,99.57,0,99.04
2026-04-02,2026-04-02 05:17,Bengaluru Hub,South,MetroServe,Standard,170,215,100,0,0,8008.64,47.11,45.2,99.25,0,79.07
2026-04-02,2026-04-02 06:30,Delhi Hub,North,RapidEx,Express,208,194,95.6,16,11.37,13089.52,62.93,51.3,99.06,1,107.22
2026-04-02,2026-04-02 07:43,Pune Hub,West,SwiftLog,Express,131,142,99.11,0,2.94,7561.08,57.72,59.1,99.65,0,92.25
2026-04-02,2026-04-02 08:56,Chennai Hub,South,Axis Logistics,Standard,108,139,96.82,0,0,5540.54,51.3,39.2,98.67,0,77.7
2026-04-02,2026-04-02 09:09,Mumbai Hub,West,MetroServe,Standard,268,214,93.84,58,14.51,15562.44,58.07,69.3,98.53,3,125.23
2026-04-02,2026-04-02 10:22,Bengaluru Hub,South,SwiftLog,Priority,270,170,84.77,102,32.16,21298.63,78.88,96.7,98.47,4,158.82
2026-04-02,2026-04-02 11:35,Chennai Hub,South,MetroServe,Standard,120,152,100,0,2.21,6026.09,50.22,39.9,99.09,0,78.95
2026-04-02,2026-04-02 12:48,Chennai Hub,South,SwiftLog,Standard,68,146,100,0,0,3551.48,52.23,37.3,99.39,0,46.58
2026-04-02,2026-04-02 13:01,Bengaluru Hub,South,Axis Logistics,Standard,151,194,95.5,0,0,7745.99,51.3,40.2,97.5,0,77.84
2026-04-02,2026-04-02 14:14,Chennai Hub,South,PrimeMove,Standard,117,127,99.39,0,11.3,6631.52,56.68,45.1,99.4,0,92.13
2026-04-02,2026-04-02 15:27,Bengaluru Hub,South,MetroServe,Standard,137,210,99.93,0,0,6657.91,48.6,41.3,99.38,0,65.24
2026-04-02,2026-04-02 16:40,Chennai Hub,South,SwiftLog,Express,186,145,93.12,61,24.07,13230.84,71.13,67.2,98.41,4,128.28
2026-04-02,2026-04-02 17:53,Hyderabad Hub,South,SwiftLog,Express,170,163,99.78,25,3.59,10039.25,59.05,62.0,97.86,0,104.29
2026-04-02,2026-04-02 18:06,Hyderabad Hub,South,PrimeMove,Express,157,148,97.91,0,5.08,10059.12,64.07,50.7,99.09,1,106.08
2026-04-02,2026-04-02 19:19,Delhi Hub,North,PrimeMove,Standard,202,173,92.7,43,12.09,11859.41,58.71,55.5,98.91,3,116.76
2026-04-02,2026-04-02 20:32,Bengaluru Hub,South,Axis Logistics,Standard,179,173,94.13,19,11.22,9565.74,53.44,51.2,99.65,1,103.47
2026-04-02,2026-04-02 21:45,Mumbai Hub,West,SwiftLog,Priority,155,215,100,0,0,9685.06,62.48,40.9,99.84,0,72.09
2026-04-02,2026-04-02 22:58,Mumbai Hub,West,MetroServe,Standard,162,207,96.94,0,1.65,8455.11,52.19,38.2,99.17,0,78.26
2026-04-02,2026-04-02 23:11,Hyderabad Hub,South,RapidEx,Priority,99,142,98.22,0,0,6172.97,62.35,40.8,97.98,0,69.72
2026-04-03,2026-04-03 00:24,Pune Hub,West,PrimeMove,Standard,85,131,99.82,0,0,4240.34,49.89,43.3,99.07,0,64.89
2026-04-03,2026-04-03 01:37,Chennai Hub,South,Axis Logistics,Standard,105,150,93.64,0,0,5215.59,49.67,43.0,98.25,1,70.0
2026-04-03,2026-04-03 02:50,Bengaluru Hub,South,Axis Logistics,Standard,181,218,94.43,0,0,8589.01,47.45,35.0,99.69,1,83.03
2026-04-03,2026-04-03 03:03,Mumbai Hub,West,SwiftLog,Standard,135,214,99.18,0,0,6829.52,50.59,48.8,97.84,0,63.08
2026-04-03,2026-04-03 04:16,Delhi Hub,North,Axis Logistics,Standard,133,182,95.69,0,0,6444.21,48.45,45.2,98.74,0,73.08
2026-04-03,2026-04-03 05:29,Mumbai Hub,West,RapidEx,Standard,149,218,96.82,0,0.58,7271.19,48.8,35.7,98.36,0,68.35
2026-04-03,2026-04-03 06:42,Chennai Hub,South,MetroServe,Standard,93,142,99.09,0,0,4539.76,48.81,34.0,99.89,0,65.49
2026-04-03,2026-04-03 07:55,Delhi Hub,North,Axis Logistics,Express,132,218,94.99,0,0,7529.68,57.04,42.9,99.71,1,60.55
2026-04-03,2026-04-03 08:08,Bengaluru Hub,South,PrimeMove,Express,182,208,100,0,0,11122.42,61.11,41.2,99.92,0,87.5
2026-04-03,2026-04-03 09:21,Hyderabad Hub,South,RapidEx,Standard,155,144,94.43,12,10.45,8133.72,52.48,53.7,98.56,2,107.64
2026-04-03,2026-04-03 10:34,Delhi Hub,North,RapidEx,Express,222,205,95.0,0,7.49,13458.14,60.62,57.6,98.68,2,108.29
2026-04-03,2026-04-03 11:47,Hyderabad Hub,South,MetroServe,Same Day,172,132,92.18,41,11.92,12535.72,72.88,69.2,99.4,3,130.3
2026-04-03,2026-04-03 12:00,Pune Hub,West,PrimeMove,Standard,144,150,99.95,0,6.07,7522.9,52.24,40.6,99.1,0,96.0
2026-04-03,2026-04-03 13:13,Bengaluru Hub,South,PrimeMove,Express,159,184,100,0,4.46,9801.57,61.65,34.7,99.44,0,86.41
2026-04-03,2026-04-03 14:26,Chennai Hub,South,Axis Logistics,Standard,123,152,94.8,0,0,6180.05,50.24,35.3,99.66,1,80.92
2026-04-03,2026-04-03 15:39,Pune Hub,West,MetroServe,Same Day,145,129,93.69,27,6.46,9604.43,66.24,69.2,99.11,2,112.4
2026-04-03,2026-04-03 16:52,Bengaluru Hub,South,PrimeMove,Standard,170,165,97.46,0,5.79,9338.16,54.93,45.3,98.91,0,103.03
2026-04-03,2026-04-03 17:05,Pune Hub,West,Axis Logistics,Express,156,136,88.75,48,13.47,10083.65,64.64,59.3,98.82,3,114.71
2026-04-03,2026-04-03 18:18,Hyderabad Hub,South,SwiftLog,Same Day,192,149,93.66,21,19.29,14178.64,73.85,69.3,98.73,3,128.86
2026-04-03,2026-04-03 19:31,Hyderabad Hub,South,PrimeMove,Express,188,160,95.89,9,13.63,12878.15,68.5,56.6,98.8,1,117.5
2026-04-03,2026-04-03 20:44,Chennai Hub,South,RapidEx,Standard,96,129,98.75,0,0,4981.18,51.89,44.4,98.68,0,74.42
2026-04-03,2026-04-03 21:57,Bengaluru Hub,South,MetroServe,Express,177,190,99.42,0,9.19,11288.21,63.78,42.7,98.93,0,93.16
2026-04-03,2026-04-03 22:10,Delhi Hub,North,MetroServe,Express,182,196,96.31,0,6.94,11832.32,65.01,44.9,99.15,0,92.86
2026-04-03,2026-04-03 23:23,Bengaluru Hub,South,RapidEx,Standard,201,177,96.0,31,16.59,11956.34,59.48,53.9,98.58,2,113.56
2026-04-04,2026-04-04 00:36,Bengaluru Hub,South,MetroServe,Priority,139,166,100,0,3.0,8526.83,61.34,44.8,99.5,0,83.73
2026-04-04,2026-04-04 01:49,Bengaluru Hub,South,SwiftLog,Express,137,155,99.66,23,6.34,8351.5,60.96,42.8,98.42,0,88.39
2026-04-04,2026-04-04 02:02,Hyderabad Hub,South,PrimeMove,Express,134,119,96.49,14,11.72,8932.7,66.66,50.0,99.2,1,112.61
2026-04-04,2026-04-04 03:15,Hyderabad Hub,South,PrimeMove,Same Day,100,122,99.53,0,1.57,6675.24,66.75,33.4,98.91,0,81.97
2026-04-04,2026-04-04 04:28,Chennai Hub,South,SwiftLog,Same Day,102,130,98.23,0,0,6182.16,60.61,42.2,99.47,0,78.46
2026-04-04,2026-04-04 05:41,Hyderabad Hub,South,Axis Logistics,Standard,111,150,94.31,0,0,5698.72,51.34,38.2,97.96,1,74.0
2026-04-04,2026-04-04 06:54,Mumbai Hub,West,MetroServe,Express,144,188,99.2,0,0,8097.98,56.24,41.0,99.17,0,76.6
2026-04-04,2026-04-04 07:07,Delhi Hub,North,SwiftLog,Express,154,144,97.8,24,6.3,9113.53,59.18,53.0,98.85,1,106.94
2026-04-04,2026-04-04 08:20,Chennai Hub,South,PrimeMove,Standard,96,126,99.78,0,0,4869.29,50.72,38.4,99.72,0,76.19
2026-04-04,2026-04-04 09:33,Hyderabad Hub,South,RapidEx,Standard,151,136,94.29,0,11.19,8854.88,58.64,54.7,98.6,2,111.03
2026-04-04,2026-04-04 10:46,Pune Hub,West,PrimeMove,Priority,138,100,91.36,36,22.51,9821.04,71.17,77.4,98.88,3,138.0
2026-04-04,2026-04-04 11:59,Pune Hub,West,PrimeMove,Same Day,58,118,100,0,0,3825.95,65.96,40.3,99.59,0,49.15
2026-04-04,2026-04-04 12:12,Bengaluru Hub,South,MetroServe,Express,110,173,99.5,0,0,6646.32,60.42,40.2,99.74,0,63.58
2026-04-04,2026-04-04 13:25,Hyderabad Hub,South,SwiftLog,Express,130,136,99.03,0,0,7740.36,59.54,45.6,99.52,0,95.59
2026-04-04,2026-04-04 14:38,Chennai Hub,South,Axis Logistics,Same Day,104,122,95.88,0,0,6709.7,64.52,50.1,99.16,0,85.25
2026-04-04,2026-04-04 15:51,Hyderabad Hub,South,PrimeMove,Standard,129,134,99.64,0,2.17,6879.39,53.33,51.2,99.6,0,96.27
2026-04-04,2026-04-04 16:04,Chennai Hub,South,RapidEx,Priority,111,118,96.84,0,6.02,7365.02,66.35,47.5,98.42,0,94.07
2026-04-04,2026-04-04 17:17,Hyderabad Hub,South,MetroServe,Same Day,127,139,97.69,4,11.46,9062.11,71.36,40.4,99.16,0,91.37
2026-04-04,2026-04-04 18:30,Chennai Hub,South,PrimeMove,Standard,108,131,99.17,0,2.01,5204.39,48.19,41.1,99.18,0,82.44
2026-04-04,2026-04-04 19:43,Chennai Hub,South,PrimeMove,Express,108,115,100,8,5.02,6330.01,58.61,39.9,98.79,0,93.91
2026-04-04,2026-04-04 20:56,Hyderabad Hub,South,SwiftLog,Standard,107,157,100,0,0,5528.88,51.67,40.0,99.42,0,68.15
2026-04-04,2026-04-04 21:09,Chennai Hub,South,RapidEx,Express,105,134,98.59,0,1.93,6553.01,62.41,43.6,98.97,0,78.36
2026-04-04,2026-04-04 22:22,Delhi Hub,North,RapidEx,Standard,129,166,96.69,12,0,6034.27,46.78,58.5,96.59,0,77.71
2026-04-04,2026-04-04 23:35,Chennai Hub,South,Axis Logistics,Standard,71,134,97.37,0,0,3302.6,46.52,38.0,99.35,0,52.99
2026-04-05,2026-04-05 00:48,Mumbai Hub,West,Axis Logistics,Express,168,179,95.65,0,0.3,9455.86,56.28,41.9,98.65,0,93.85
2026-04-05,2026-04-05 01:01,Mumbai Hub,West,RapidEx,Priority,173,166,95.57,0,10.36,11571.64,66.89,47.9,99.14,0,104.22
2026-04-05,2026-04-05 02:14,Hyderabad Hub,South,SwiftLog,Standard,82,158,100,0,0,4205.42,51.29,39.0,99.67,0,51.9
2026-04-05,2026-04-05 03:27,Chennai Hub,South,Axis Logistics,Standard,99,126,98.39,0,0,4957.63,50.08,41.2,98.89,0,78.57
2026-04-05,2026-04-05 04:40,Mumbai Hub,West,PrimeMove,Standard,151,184,99.45,0,3.01,7378.51,48.86,42.2,98.93,0,82.07
2026-04-05,2026-04-05 05:53,Hyderabad Hub,South,RapidEx,Standard,112,126,99.56,0,1.89,5326.89,47.56,43.9,99.52,0,88.89
2026-04-05,2026-04-05 06:06,Chennai Hub,South,SwiftLog,Standard,78,124,100,0,0,3988.62,51.14,40.7,98.88,0,62.9
2026-04-05,2026-04-05 07:19,Hyderabad Hub,South,PrimeMove,Express,129,142,97.44,0,5.39,7794.52,60.42,49.9,98.49,0,90.85
2026-04-05,2026-04-05 08:32,Bengaluru Hub,South,Axis Logistics,Standard,157,135,89.18,34,10.73,8947.55,56.99,69.8,99.02,2,116.3
2026-04-05,2026-04-05 09:45,Pune Hub,West,SwiftLog,Standard,132,98,90.25,51,19.92,8322.28,63.05,70.7,99.13,4,134.69
2026-04-05,2026-04-05 10:58,Hyderabad Hub,South,Axis Logistics,Express,157,130,90.44,27,11.28,9741.17,62.05,65.3,98.62,2,120.77
2026-04-05,2026-04-05 11:11,Bengaluru Hub,South,Axis Logistics,Express,138,173,96.43,0,4.1,8429.61,61.08,40.7,99.4,0,79.77
2026-04-05,2026-04-05 12:24,Delhi Hub,North,MetroServe,Express,149,149,98.66,0,5.36,9055.8,60.78,48.1,99.16,0,100.0
2026-04-05,2026-04-05 13:37,Chennai Hub,South,MetroServe,Same Day,133,108,94.1,27,11.25,9246.55,69.52,64.5,99.1,2,123.15
2026-04-05,2026-04-05 14:50,Pune Hub,West,PrimeMove,Standard,63,129,100,0,0,3305.44,52.47,42.0,98.68,0,48.84
2026-04-05,2026-04-05 15:03,Bengaluru Hub,South,MetroServe,Express,180,155,95.4,22,10.08,11853.69,65.85,62.4,98.37,1,116.13
2026-04-05,2026-04-05 16:16,Bengaluru Hub,South,Axis Logistics,Express,131,171,96.88,0,0,7913.16,60.41,37.2,99.02,0,76.61
2026-04-05,2026-04-05 17:29,Delhi Hub,North,Axis Logistics,Same Day,164,171,94.24,2,3.73,11125.64,67.84,41.7,99.59,1,95.91
2026-04-05,2026-04-05 18:42,Bengaluru Hub,South,Axis Logistics,Express,202,177,93.06,32,13.03,12983.34,64.27,64.7,98.82,2,114.12
2026-04-05,2026-04-05 19:55,Pune Hub,West,MetroServe,Express,131,88,90.02,34,19.5,8684.4,66.29,73.6,98.98,3,148.86
2026-04-05,2026-04-05 20:08,Chennai Hub,South,MetroServe,Express,130,111,94.49,31,17.81,8860.3,68.16,58.7,98.09,3,117.12
2026-04-05,2026-04-05 21:21,Delhi Hub,North,Axis Logistics,Standard,94,163,93.52,0,0,4600.14,48.94,38.7,99.47,1,57.67
